TestNum,Iteration,IterationTime,ElapsedTime,Error
1,0,0.000000000000,0.000000000000,53.5667
1,1,0.000001500000,0.000001500000,0.04739499
2,0,0.000000000000,0.000000000000,44.88801
2,1,0.000002100000,0.000002100000,0.00595573
3,0,0.000000000000,0.000000000000,20.73265
3,1,0.000001600000,0.000001600000,2.04715
3,2,0.000001600000,0.000003200000,0.9972385
3,3,0.000001200000,0.000004400000,0.5637345
3,4,0.000001300000,0.000005700000,0.3394684
3,5,0.000005500000,0.000011200000,0.2112609
3,6,0.000001300000,0.000012500000,0.1339719
3,7,0.000001400000,0.000013900000,0.08592868
4,0,0.000000000000,0.000000000000,3.065362
4,1,0.000001400000,0.000001400000,0.2051752
4,2,0.000001300000,0.000002700000,0.02094669
5,0,0.000000000000,0.000000000000,24.79633
5,1,0.000001200000,0.000001200000,1.016793
5,2,0.000001300000,0.000002500000,0.3427845
5,3,0.000001300000,0.000003800000,0.1304098
5,4,0.000001200000,0.000005000000,0.05162968
6,0,0.000000000000,0.000000000000,48.57053
6,1,0.000001400000,0.000001400000,0.6558043
6,2,0.000001300000,0.000002700000,0.5753974
6,3,0.000001200000,0.000003900000,0.4557953
6,4,0.000001300000,0.000005200000,0.2970597
6,5,0.000001200000,0.000006400000,0.1526942
6,6,0.000001300000,0.000007700000,0.06537052
7,0,0.000000000000,0.000000000000,74.51507
7,1,0.000001800000,0.000001800000,0.17101
7,2,0.000001200000,0.000003000000,0.08796208
8,0,0.000000000000,0.000000000000,21.4647
8,1,0.000001600000,0.000001600000,0.8457797
8,2,0.000001200000,0.000002800000,0.2688649
8,3,0.000001200000,0.000004000000,0.09585548
9,0,0.000000000000,0.000000000000,42.98602
9,1,0.000001500000,0.000001500000,4.414089
9,2,0.000001200000,0.000002700000,2.520534
9,3,0.000001300000,0.000004000000,1.684243
9,4,0.000001200000,0.000005200000,1.208692
9,5,0.000001400000,0.000006600000,0.9033656
9,6,0.000001400000,0.000008000000,0.6928885
9,7,0.000001200000,0.000009200000,0.5409593
9,8,0.000001500000,0.000010700000,0.4277476
9,9,0.000002200000,0.000012900000,0.3414249
9,10,0.000001400000,0.000014300000,0.2744758
9,11,0.000001100000,0.000015400000,0.2218748
9,12,0.000001200000,0.000016600000,0.1801288
9,13,0.000001200000,0.000017800000,0.1467367
9,14,0.000001500000,0.000019300000,0.1198619
9,15,0.000001500000,0.000020800000,0.09811654
10,0,0.000000000000,0.000000000000,52.59058
10,1,0.000001300000,0.000001300000,0.1988869
10,2,0.000001300000,0.000002600000,0.000400231
11,0,0.000000000000,0.000000000000,28.98681
11,1,0.000001300000,0.000001300000,0.4525096
11,2,0.000001300000,0.000002600000,0.001849213
12,0,0.000000000000,0.000000000000,49.298
12,1,0.000001900000,0.000001900000,0.02083318
13,0,0.000000000000,0.000000000000,65.21645
13,1,0.000001400000,0.000001400000,2.608606
13,2,0.000001300000,0.000002700000,1.591406
13,3,0.000001400000,0.000004100000,1.104473
13,4,0.000001300000,0.000005400000,0.812974
13,5,0.000001400000,0.000006800000,0.618961
13,6,0.000001300000,0.000008100000,0.481612
13,7,0.000001200000,0.000009300000,0.3804077
13,8,0.000001200000,0.000010500000,0.3037506
13,9,0.000001200000,0.000011700000,0.2445057
13,10,0.000001200000,0.000012900000,0.1980357
13,11,0.000001100000,0.000014000000,0.1611669
13,12,0.000001300000,0.000015300000,0.131655
13,13,0.000001300000,0.000016600000,0.1078677
13,14,0.000001300000,0.000017900000,0.08859725
14,0,0.000000000000,0.000000000000,53.65073
14,1,0.000001500000,0.000001500000,0.3706157
14,2,0.000001200000,0.000002700000,0.07599657
15,0,0.000000000000,0.000000000000,16.55242
15,1,0.000001600000,0.000001600000,2.706357
15,2,0.000002000000,0.000003600000,1.646273
15,3,0.000001300000,0.000004900000,1.153987
15,4,0.000001300000,0.000006200000,0.8622193
15,5,0.000001300000,0.000007500000,0.6680799
15,6,0.000001600000,0.000009100000,0.5298976
15,7,0.000001300000,0.000010400000,0.427153
15,8,0.000001300000,0.000011700000,0.3483952
15,9,0.000001400000,0.000013100000,0.286679
15,10,0.000001200000,0.000014300000,0.2375072
15,11,0.000001300000,0.000015600000,0.1978314
15,12,0.000001300000,0.000016900000,0.1654861
15,13,0.000001200000,0.000018100000,0.1389119
15,14,0.000001300000,0.000019400000,0.1169286
15,15,0.000001300000,0.000020700000,0.09865536
16,0,0.000000000000,0.000000000000,59.08711
16,1,0.000001700000,0.000001700000,1.475893
16,2,0.000001300000,0.000003000000,0.6337656
16,3,0.000001300000,0.000004300000,0.312812
16,4,0.000001300000,0.000005600000,0.1630889
16,5,0.000001200000,0.000006800000,0.08724864
17,0,0.000000000000,0.000000000000,33.16341
17,1,0.000001600000,0.000001600000,0.8588443
17,2,0.000001200000,0.000002800000,0.260883
17,3,0.000001300000,0.000004100000,0.0885289
18,0,0.000000000000,0.000000000000,66.30637
18,1,0.000001900000,0.000001900000,0.02589766
19,0,0.000000000000,0.000000000000,49.01537
19,1,0.000001900000,0.000001900000,0.02600904
20,0,0.000000000000,0.000000000000,47.94562
20,1,0.000001500000,0.000001500000,0.3035875
20,2,0.000001300000,0.000002800000,0.05568993
21,0,0.000000000000,0.000000000000,76.02552
21,1,0.000001900000,0.000001900000,0.4021555
21,2,0.000001100000,0.000003000000,0.01529526
22,0,0.000000000000,0.000000000000,27.33636
22,1,0.000001500000,0.000001500000,0.00681144
23,0,0.000000000000,0.000000000000,48.58707
23,1,0.000001200000,0.000001200000,0.5176936
23,2,0.000001400000,0.000002600000,0.1237875
23,3,0.000001300000,0.000003900000,0.03233983
24,0,0.000000000000,0.000000000000,38.90476
24,1,0.000001700000,0.000001700000,1.025275
24,2,0.000001400000,0.000003100000,0.8617583
24,3,0.000001300000,0.000004400000,0.4079172
24,4,0.000001400000,0.000005800000,0.08574852
25,0,0.000000000000,0.000000000000,41.51408
25,1,0.000001300000,0.000001300000,1.485905
25,2,0.000001300000,0.000002600000,0.7825819
25,3,0.000001300000,0.000003900000,0.05634264
26,0,0.000000000000,0.000000000000,43.8527
26,1,0.000001300000,0.000001300000,0.4145524
26,2,0.000001300000,0.000002600000,0.08945458
27,0,0.000000000000,0.000000000000,54.25533
27,1,0.000001400000,0.000001400000,0.4911342
27,2,0.000001300000,0.000002700000,0.1156736
27,3,0.000001900000,0.000004600000,0.02971142
28,0,0.000000000000,0.000000000000,74.782
28,1,0.000001400000,0.000001400000,1.575977
28,2,0.000001400000,0.000002800000,0.4666154
28,3,0.000001300000,0.000004100000,0.1169283
28,4,0.000001200000,0.000005300000,0.02811711
29,0,0.000000000000,0.000000000000,41.22394
29,1,0.000001300000,0.000001300000,0.4503531
29,2,0.000001300000,0.000002600000,0.02122256
30,0,0.000000000000,0.000000000000,38.9577
30,1,0.000001500000,0.000001500000,0.111823
30,2,0.000001200000,0.000002700000,0.007421737
31,0,0.000000000000,0.000000000000,67.78143
31,1,0.000001200000,0.000001200000,0.07344903
32,0,0.000000000000,0.000000000000,20.53436
32,1,0.000001500000,0.000001500000,0.1077929
32,2,0.000001300000,0.000002800000,0.002849976
33,0,0.000000000000,0.000000000000,44.12664
33,1,0.000001300000,0.000001300000,0.09503262
34,0,0.000000000000,0.000000000000,34.01696
34,1,0.000001600000,0.000001600000,2.739744
34,2,0.000001300000,0.000002900000,1.314424
34,3,0.000001300000,0.000004200000,0.7343472
34,4,0.000001300000,0.000005500000,0.4378564
34,5,0.000001300000,0.000006800000,0.2700726
34,6,0.000001300000,0.000008100000,0.1698375
34,7,0.000002000000,0.000010100000,0.1080517
34,8,0.000001300000,0.000011400000,0.06923468
35,0,0.000000000000,0.000000000000,44.96558
35,1,0.000001500000,0.000001500000,0.5219749
35,2,0.000001300000,0.000002800000,7.41129E-05
36,0,0.000000000000,0.000000000000,46.24674
36,1,0.000001500000,0.000001500000,0.04873985
37,0,0.000000000000,0.000000000000,35.95165
37,1,0.000001400000,0.000001400000,0.0174684
38,0,0.000000000000,0.000000000000,40.1665
38,1,0.000001300000,0.000001300000,0.1906189
38,2,0.000001300000,0.000002600000,0.1874713
38,3,0.000001200000,0.000003800000,0.1844906
38,4,0.000001400000,0.000005200000,0.1815797
38,5,0.000001300000,0.000006500000,0.1786479
38,6,0.000001400000,0.000007900000,0.1756067
38,7,0.000001200000,0.000009100000,0.1723647
