TestNum,Iterations,AvgIterationTime,TotalTime,FinalError
1,21,0.000005000000,0.000105000000,0.08714487
2,21,0.000004980952,0.000104600000,0.08714487
3,21,0.000004800000,0.000100800000,0.08714487
4,21,0.000004814286,0.000101100000,0.08714487
5,21,0.000003947619,0.000082899990,0.08714487
6,21,0.000004290476,0.000090099990,0.08714487
7,21,0.000003823809,0.000080299990,0.08714487
8,21,0.000003776190,0.000079299990,0.08714487
9,21,0.000004219048,0.000088600010,0.08714487
10,21,0.000003890476,0.000081700000,0.08714487
11,21,0.000003571428,0.000075000000,0.08714487
12,21,0.000003928571,0.000082500000,0.08714487
13,21,0.000003814285,0.000080099990,0.08714487
14,21,0.000004033333,0.000084700000,0.08714487
15,21,0.000003795238,0.000079700000,0.08714487
16,21,0.000004052381,0.000085100000,0.08714487
17,21,0.000003752381,0.000078800000,0.08714487
18,21,0.000003885714,0.000081600000,0.08714487
19,21,0.000004009523,0.000084199990,0.08714487
20,21,0.000004209523,0.000088399990,0.08714487
21,21,0.000003776190,0.000079300000,0.08714487
22,21,0.000003914286,0.000082200000,0.08714487
23,21,0.000003980953,0.000083600010,0.08714487
24,21,0.000003800000,0.000079800000,0.08714487
25,21,0.000003890476,0.000081700000,0.08714487
26,21,0.000003985714,0.000083700000,0.08714487
27,21,0.000003752381,0.000078800000,0.08714487
28,21,0.000003771428,0.000079199990,0.08714487
29,21,0.000004409524,0.000092600000,0.08714487
30,21,0.000004304762,0.000090400000,0.08714487
31,21,0.000004438095,0.000093200000,0.08714487
32,21,0.000004209524,0.000088400000,0.08714487
33,21,0.000004238096,0.000089000010,0.08714487
34,21,0.000004223810,0.000088700010,0.08714487
35,21,0.000003985714,0.000083700000,0.08714487
36,21,0.000006461905,0.000135700000,0.08714487
37,21,0.000003795239,0.000079700010,0.08714487
38,21,0.000004014286,0.000084300000,0.08714487
39,21,0.000004104762,0.000086200000,0.08714487
40,21,0.000003723809,0.000078199990,0.08714487
41,21,0.000004023810,0.000084500010,0.08714487
42,21,0.000003761904,0.000078999990,0.08714487
43,21,0.000003771428,0.000079199990,0.08714487
44,21,0.000003723809,0.000078199980,0.08714487
45,21,0.000003700000,0.000077700000,0.08714487
46,21,0.000003909523,0.000082099990,0.08714487
47,21,0.000003700000,0.000077699990,0.08714487
48,21,0.000003966666,0.000083299990,0.08714487
49,21,0.000003623810,0.000076100000,0.08714487
50,21,0.000008257142,0.000173400000,0.08714487
51,21,0.000004047619,0.000085000000,0.08714487
52,21,0.000003666667,0.000077000000,0.08714487
53,21,0.000003700000,0.000077700000,0.08714487
54,21,0.000004200000,0.000088199990,0.08714487
55,21,0.000004447619,0.000093400000,0.08714487
56,21,0.000004476190,0.000094000000,0.08714487
57,21,0.000004185714,0.000087899990,0.08714487
58,21,0.000004333333,0.000091000000,0.08714487
59,21,0.000003933333,0.000082599990,0.08714487
60,21,0.000003833333,0.000080499990,0.08714487
61,21,0.000003952382,0.000083000010,0.08714487
62,21,0.000003923810,0.000082400000,0.08714487
63,21,0.000003928572,0.000082500010,0.08714487
64,21,0.000003890476,0.000081700000,0.08714487
65,21,0.000004080952,0.000085700000,0.08714487
66,21,0.000003985715,0.000083700000,0.08714487
67,21,0.000003757143,0.000078900000,0.08714487
68,21,0.000003780952,0.000079399990,0.08714487
69,21,0.000003733333,0.000078400000,0.08714487
70,21,0.000003733333,0.000078400000,0.08714487
71,21,0.000003580952,0.000075199990,0.08714487
72,21,0.000004461905,0.000093700010,0.08714487
73,21,0.000003838095,0.000080600000,0.08714487
74,21,0.000003971428,0.000083399990,0.08714487
75,21,0.000003780952,0.000079399990,0.08714487
76,21,0.000004442858,0.000093300010,0.08714487
77,21,0.000004109524,0.000086300000,0.08714487
78,21,0.000004338096,0.000091100000,0.08714487
79,21,0.000004433334,0.000093100010,0.08714487
80,21,0.000003904761,0.000081999990,0.08714487
81,21,0.000003933333,0.000082599980,0.08714487
82,21,0.000004138095,0.000086900000,0.08714487
83,21,0.000003885715,0.000081600010,0.08714487
84,21,0.000003742857,0.000078599990,0.08714487
85,21,0.000003842857,0.000080700000,0.08714487
86,21,0.000004280952,0.000089899990,0.08714487
87,21,0.000004066666,0.000085400000,0.08714487
88,21,0.000003638096,0.000076400010,0.08714487
89,21,0.000003942857,0.000082799990,0.08714487
90,21,0.000003785714,0.000079500000,0.08714487
91,21,0.000003847619,0.000080799990,0.08714487
92,21,0.000003600000,0.000075600010,0.08714487
93,21,0.000003809524,0.000080000000,0.08714487
94,21,0.000004147619,0.000087099990,0.08714487
95,21,0.000003723810,0.000078200010,0.08714487
96,21,0.000003704762,0.000077800000,0.08714487
97,21,0.000003604762,0.000075700010,0.08714487
98,21,0.000003619047,0.000075999990,0.08714487
99,21,0.000004042857,0.000084900000,0.08714487
100,21,0.000003709524,0.000077900000,0.08714487
