TestNum,Iterations,AvgIterationTime,TotalTime,InitialError,FinalError,TargetX,TargetY,TargetDistanceFromBase
1,12,0.000005225000,0.000062700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
2,12,0.000005175000,0.000062100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
3,12,0.000005675000,0.000068100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
4,12,0.000005358333,0.000064299990,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
5,12,0.000005200000,0.000062400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
6,12,0.000005483333,0.000065800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
7,12,0.000005666667,0.000068000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
8,12,0.000005416667,0.000065000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
9,12,0.000005450000,0.000065400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
10,12,0.000004433333,0.000053200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
11,12,0.000004858333,0.000058300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
12,12,0.000004933333,0.000059200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
13,12,0.000004283334,0.000051400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
14,12,0.000004783334,0.000057400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
15,12,0.000004533334,0.000054400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
16,12,0.000004475000,0.000053700010,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
17,12,0.000004541667,0.000054500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
18,12,0.000005425000,0.000065100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
19,12,0.000005025000,0.000060300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
20,12,0.000004858333,0.000058300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
21,12,0.000005441667,0.000065300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
22,12,0.000005033333,0.000060400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
23,12,0.000004541666,0.000054500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
24,12,0.000004383333,0.000052600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
25,12,0.000004550000,0.000054600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
26,12,0.000004891667,0.000058700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
27,12,0.000004383333,0.000052600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
28,12,0.000004500000,0.000054000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
29,12,0.000004916667,0.000059000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
30,12,0.000004808333,0.000057700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
31,12,0.000004316667,0.000051800010,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
32,12,0.000004183333,0.000050200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
33,12,0.000004258334,0.000051100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
34,12,0.000004383333,0.000052600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
35,12,0.000004416667,0.000053000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
36,12,0.000004841666,0.000058100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
37,12,0.000004616667,0.000055400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
38,12,0.000004516667,0.000054200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
39,12,0.000004391667,0.000052700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
40,12,0.000004225000,0.000050700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
41,12,0.000004625000,0.000055500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
42,12,0.000004516667,0.000054200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
43,12,0.000004433333,0.000053200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
44,12,0.000004633333,0.000055600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
45,12,0.000004558333,0.000054700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
46,12,0.000004583334,0.000055000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
47,12,0.000004250000,0.000051000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
48,12,0.000004183333,0.000050200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
49,12,0.000004583334,0.000055000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
50,12,0.000004450000,0.000053400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
51,12,0.000004366666,0.000052400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
52,12,0.000004625000,0.000055500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
53,12,0.000004725000,0.000056700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
54,12,0.000004683333,0.000056200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
55,12,0.000004608333,0.000055300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
56,12,0.000004566667,0.000054800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
57,12,0.000005175000,0.000062100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
58,12,0.000004675000,0.000056099990,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
59,12,0.000004391667,0.000052700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
60,12,0.000004608333,0.000055300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
61,12,0.000004874999,0.000058499990,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
62,12,0.000004341667,0.000052100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
63,12,0.000004733333,0.000056800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
64,12,0.000005816667,0.000069800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
65,12,0.000004700000,0.000056400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
66,12,0.000004200000,0.000050400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
67,12,0.000004566667,0.000054800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
68,12,0.000004108334,0.000049300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
69,12,0.000004391667,0.000052700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
70,12,0.000004741667,0.000056900000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
71,12,0.000004941667,0.000059300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
72,12,0.000004341667,0.000052100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
73,12,0.000004491667,0.000053900000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
74,12,0.000004200000,0.000050400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
75,12,0.000004708334,0.000056500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
76,12,0.000004175000,0.000050100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
77,12,0.000004200000,0.000050400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
78,12,0.000004558334,0.000054700010,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
79,12,0.000004591666,0.000055100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
80,12,0.000004633333,0.000055600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
81,12,0.000004658333,0.000055900000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
82,12,0.000004616667,0.000055400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
83,12,0.000004450000,0.000053400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
84,12,0.000004733333,0.000056800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
85,12,0.000004575000,0.000054900000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
86,12,0.000004583334,0.000055000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
87,12,0.000004566666,0.000054800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
88,12,0.000004541667,0.000054500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
89,12,0.000004700000,0.000056400000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
90,12,0.000004550000,0.000054600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
91,12,0.000004441667,0.000053300000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
92,12,0.000004566667,0.000054800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
93,12,0.000004358334,0.000052300010,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
94,12,0.000004158333,0.000049900000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
95,12,0.000004433333,0.000053200000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
96,12,0.000004391667,0.000052700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
97,12,0.000004733333,0.000056800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
98,12,0.000004583333,0.000055000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
99,12,0.000004458333,0.000053500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
100,12,0.000004341667,0.000052100000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
101,12,0.000004466667,0.000053600000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
102,12,0.000004891667,0.000058700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
103,12,0.000004750000,0.000057000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
104,12,0.000004733333,0.000056800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
105,12,0.000004900000,0.000058800000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
106,12,0.000004291667,0.000051500000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
107,12,0.000004308333,0.000051700000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
108,12,0.000005083333,0.000061000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
109,12,0.000004750000,0.000057000000,58.137770000000,0.000020915710,26.000000000000,-12.000000000000,28.635640000000
